,failures,is_math,higher,health,Mjob,studytime,goout,reason,traveltime,activities,famsup,nursery,Total_alc,GPA
1025,2,1,yes,3,health,3,3,course,2,no,yes,no,1,3.630499999999973
1026,0,1,yes,2,teacher,2,3,course,1,yes,no,yes,12,2.2827000000000277
1027,0,1,yes,1,other,2,3,home,1,no,no,yes,2,3.7431999999999626
1028,0,1,yes,1,at_home,2,4,reputation,1,yes,yes,no,6,2.6274999999999995
1029,0,1,yes,2,teacher,2,4,home,1,yes,no,no,4,3.475700000000025
1030,0,1,yes,5,other,1,3,other,2,yes,no,no,3,1.7322999999999935
1031,0,1,yes,3,other,2,3,home,2,yes,no,yes,1,2.753599999999988
1032,1,1,yes,5,other,1,2,other,2,no,no,yes,3,1.1637999999999862
1033,1,1,yes,3,other,1,3,home,2,no,no,yes,12,1.1637999999999862
1034,0,1,yes,4,at_home,3,3,other,2,no,no,yes,3,2.5397000000000025
1035,0,1,yes,5,teacher,1,3,reputation,3,yes,yes,yes,4,1.1637999999999862
1036,1,1,yes,5,services,3,2,course,1,yes,no,no,2,1.7322999999999935
1037,0,1,yes,1,teacher,2,4,course,1,no,yes,yes,1,2.1876000000000246
1038,1,1,yes,5,other,2,1,course,2,yes,no,yes,1,1.1637999999999862
1039,2,1,yes,4,services,2,4,course,1,no,yes,yes,20,2.2827000000000277
1040,0,1,yes,2,services,1,5,course,2,no,no,no,12,3.7865999999999556
1041,3,1,yes,3,other,1,3,course,1,no,no,no,9,2.1876000000000246
1042,0,1,yes,5,services,1,1,course,3,no,no,no,12,2.8813999999999993
1043,0,1,yes,5,other,1,3,course,1,no,no,yes,9,2.1876000000000246
